asa1,boot:/asa952-6-smp-k8.bin, Smart Licensing, 9ABTD50JKLD, 9.5(2)6
asa1,boot:/asa961-5-smp-k8.bin, Smart Licensing, 9AVT4LKXQM8, 9.6(1)5
